,date,startup_name,industry_vertical,subvertical,city,investor,investment_type,amount,year,month
386,2018-02-27,lollypop,technology,digital design,bengaluru,dr devi shetty,seed,,2018,2
387,2018-02-27,trilyo,technology,ai platform for hospitality industry,mumbai,"startup buddy,amit manocha and others",seed,20742500.0,2018,2
388,2018-02-28,gaana,technology,online music streaming,gurgaon,"tencent holdings ltd, times internet",private equity,9541550000.0,2018,2
389,2018-02-28,credy,it,saas,bengaluru,"y combinator, khosla ventures, vy capital and others",seed,116158000.0,2018,2
390,2018-02-28,predible health,healthcare,cancer radiology,bengaluru,unitus seed fund,seed,,2018,2
391,2018-02-01,clevertap,technology,mobile app analytics,mumbai,"recruit holdings, sequoia capital india, accel",seed,,2018,2
392,2018-04-01,earlysalary,finance,online lending,pune,eight roads ventures india,private,1302629000.0,2018,4
393,2018-05-01,wotu,e-commerce,food and beverages,bengaluru,"claris capital, mumbai angels network",seed,,2018,5
394,2018-08-01,daaki,e-commerce,sports nutrition supplement etailer,bengaluru,rohan agila,seed,,2018,8
395,2018-09-01,lendingkart,finance,online lending,ahmedabad,nederlandse financierings-maatschappij voor ontwikkelingslanden n.v.,debt funding,389959000.0,2018,9
396,2018-09-01,kinsane entertainment inc,entertainment,digital entertainment for children,mumbai,,seed,207425000.0,2018,9
397,2018-10-01,tapzo,technology,personal assistant,bengaluru,runet & other,private equity,160132100.0,2018,10
398,2018-10-01,appario retail,e-commerce,retail,delhi,amazon-patni jv,private equity,1563154800.0,2018,10
399,2018-10-01,samunnati financial intermediation and services,finance,agricultural loan,chennai,"responsability, elevar equity and accel",private equity,1949795000.0,2018,10
400,2018-10-01,sahajanand medical technologies,technology,medical devices,surat,morgan stanley private equity asia,private equity,3006003100.0,2018,10
401,2018-12-01,kuants,technology,algorithmic trading,gurgaon,"pankaj chopra, ankush gupta",seed,6637600.0,2018,12
402,2018-12-01,razorpay,technology,payment gateway,bengaluru,"tiger global, y combinator",private equity,1659400000.0,2018,12
403,2018-01-15,streak,technology,algorithmic trading,bengaluru,"indian fintech fund, rainmatter",seed,29421162.0,2018,1
404,2018-01-15,pi ventures,finance,venture capital,bengaluru,"sunil kant munjal, hero electronix\\xe2\\x80\\x99s corporate financing arm, electronic development fund",private equity,2074250000.0,2018,1
405,2018-01-15,newgen software,technology,it,new delhi,"goldman sachs, hedge fund & others",private equity,1659400000.0,2018,1
406,2018-01-17,rubix,technology,education,pune,polaris fund,private equity,82970000.0,2018,1
407,2018-01-18,sharechat,technology,social,bengaluru,"xiaomi singapore, shunwei capital",private equity,1510054000.0,2018,1
408,2018-01-22,paperflite,technology,it,chennai,the chennai angels,seed,33188000.0,2018,1
409,2018-01-22,hungerbox,consumer internet,food and beverages,bengaluru,lionrock capital,private equity,207425000.0,2018,1
410,2018-01-22,skillate,technology,artificial intellegence,bengaluru,"incubate fund india, anuj agrawal",private equity,,2018,1
411,2018-01-22,optacredit,finance,alternative lending,chennai,dmi finance,private equity,331880000.0,2018,1
412,2018-01-22,aeon learning,technology,education,bengaluru,dr. ranjan pai,private equity,265504000.0,2018,1
413,2018-01-23,milkbasket,e-commerce,online grocery,gurgaon,unilever ventures,private equity,248910000.0,2018,1
414,2018-01-24,neogrowth credit,finance,digital lending,mumbai,"leapfrog investments, aspada investment, quona capital",private equity,3899590000.0,2018,1
415,2018-01-24,rao iit academy,education,coaching services,mumbai,avendus finance,structured debt,713542000.0,2018,1
416,2018-01-24,aye finance,finance,online lending,gurgaon,ifmr capital,term loan,517732800.0,2018,1
417,2018-01-25,glassic,ecommerce,eyewear,bengaluru,"chennai angels, lead angels, letsventure",seed,,2018,1
418,2018-01-25,greyatom,technology,education,mumbai,pravega ventures,private equity,82970000.0,2018,1
419,2018-01-26,axio,healthcare,hemostatic dressing solutions,bengaluru,rnt capital,private equity,613978000.0,2018,1
420,2018-01-29,ekincare,healthcare,technology,hyderabad,"ventureast, endiya partners, eight roads ventures, touchstone equities, bvr mohan reddy",private equity,124455000.0,2018,1
421,2018-01-29,the wedding brigade,consumer internet,online services,mumbai,blume ventures,private equity,82970000.0,2018,1
422,2018-01-30,peesafe,healthcare,hygiene,gurgaon,"shivani singh, rahul maroli, mitesh shah, venture catalysts, alfa capital, green shots capital, real time ventures.",private equity,82970000.0,2018,1
423,2018-01-30,browserstack,technology,browser testing,mumbai,accel,private equity,4148500000.0,2018,1
424,2018-01-30,scapic,technology,virtual reality,bengaluru,"axilor ventures, newfort capital",seed,41485000.0,2018,1
425,2018-01-30,moneyonmobile,technology,mobile payment platform,mumbai,undisclosed,private equity,630572000.0,2018,1
426,2018-01-30,curefit,healthcare,fitness,bengaluru,"hdfc bank, axis bank",debt funding,829700000.0,2018,1
427,2018-01-31,inurture,technology,education solutions,bengaluru,ventureast,private equity,365068000.0,2018,1
428,2017-01-12,strata enviro,technology,iot based air pollution controller,mumbai,scale minds,private equity,,2017,1
429,2017-05-12,dunzo,technology,daily task management mobile app,bengaluru,google,private equity,1020531000.0,2017,5
430,2017-05-12,tata housing,real estate,residential project,mumbai,hines,private equity,1908310000.0,2017,5
431,2017-05-12,handytrain,technology,mobile learning management platform,goa,nb ventures,private equity,82970000.0,2017,5
432,2017-05-12,mobycy,technology,bicycle sharing platform,gurgaon,undisclosed,seed,41485000.0,2017,5
433,2017-06-12,greenlight planet,technology,off-grid solar products platform,mumbai,"apis partner, eight roads ventures, bamboo capital partners",private equity,4978200000.0,2017,6
434,2017-06-12,fintobox,technology,child learning & development platform,chennai,lightbox,private equity,580790000.0,2017,6
435,2017-07-12,mswipe,technology,mobile point of sale services provider,mumbai,eduardo saverin,private equity,829700000.0,2017,7
436,2017-07-12,the label life,e-commerce,home decor and online fashion portal,mumbai,kalpvriksh,private equity,257207000.0,2017,7
437,2017-07-12,cygnus hospitals,healthcare,super speciality hospitals,gurgaon,somerset indus capital ventures,seed,62227500.0,2017,7
438,2017-07-12,eshakti,ecommerce,"""women\\'s fashion clothing online platform""",chennai,idg ventures,debt funding,190831000.0,2017,7
439,2017-08-12,inshorts,technology,mobile news curation app,noida,tiger global,private equity,414850000.0,2017,8
440,2017-11-12,vahdam tea,e-commerce,online platform selling indian tea globally,delhi,"singapore angel network, mumbai angel",private equity,124455000.0,2017,11
441,2017-11-12,logic roots,technology,educational platform to learn mathematics,mumbai,village capital,seed,4148500.0,2017,11
442,2017-11-12,project mudra,technology,assisting visually impaired to learn through braille,bengaluru,village capital,seed,4148500.0,2017,11
443,2017-11-12,furlenco,technology,furniture rental platform,bengaluru,aamir khan,debt funding,99564000.0,2017,11
444,2017-12-12,i can stay,technology,hotel aggregator platform,delhi,ht media,private equity,149346000.0,2017,12
445,2017-12-12,fracktal works,technology,platform based on 3d printing and digital manufacturing,bengaluru,hyderabad angels,seed,,2017,12
446,2017-12-12,simility,technology,adaptive fraud intelligence platform,hyderabad,accel,private equity,1451975000.0,2017,12
447,2017-12-12,shopholix,e-commerce,fashion and lifestyle coupon platform,gurgaon,munesh khanna,seed,19332010.0,2017,12
448,2017-12-13,mindtickle,technology,gamification platform to train sales people,pune,canaan partners,private equity,2240190000.0,2017,12
449,2017-12-13,nazara technologies,technology,mobile games development firm,mumbai,rakesh jhunjhunwala,private equity,2240190000.0,2017,12
450,2017-12-13,docsapp,technology,mobile application for doctor consultation,bengaluru,bessemer venture partners,private equity,597384000.0,2017,12
451,2017-12-13,capita world,technology,artificial intelligence platform to raise funds,mumbai,"mohan tanksale, kiran shetty, darshak shah, mandar mhatre",private equity,,2017,12
452,2017-12-14,tea box,e-commerce,fresh indian tea selling platform across 112 countries,bengaluru,rb investments,private equity,580790000.0,2017,12
453,2017-12-14,transversal technologies,technology,hyperlocal video information sharing platform,bengaluru,matrix partners,private equity,497820000.0,2017,12
454,2017-12-14,curofy,technology,mobile app for network of doctors,gurgaon,roundglass partners llc,seed,20742500.0,2017,12
455,2017-12-14,homelane,e-commerce,online furniture marketplace,bengaluru,"accel, sequoia capital, rb investments",private equity,829700000.0,2017,12
456,2017-12-14,wedosky,technology,provides business insights using drone imaginary,delhi,mumbai angels network,private equity,,2017,12
457,2017-12-15,purplle,e-commerce,beauty products online marketplace,mumbai,"mountain pain capital, suncoast investments",seed,44554890.0,2017,12
458,2017-12-15,cash suvidha,e-commerce,online micro-lending platform,delhi,,debt funding,224019000.0,2017,12
459,2017-12-18,sky met weather,technology,weather forecast platform,noida,insuresillience investment fund,private equity,,2017,12
460,2017-12-19,springboard,technology,online courses and mentoring from experts,bengaluru,"costanoa, learn capital, jyoti bansal",private equity,788215000.0,2017,12
461,2017-12-19,peel works,technology,saas based big data analytics platform,mumbai,unilever ventures,private equity,,2017,12
462,2017-12-19,9stacks,technology,online poker platform,delhi,"swati gupta, purnima khandelwal, maheshwar peri, sanjay singh",private equity,124455000.0,2017,12
463,2017-12-20,your quote,technology,vernacular and video content platform,bengaluru,"axilor ventures, e-city ventures atul goel",private equity,82970000.0,2017,12
464,2017-12-20,spandana sphoorty,finance,micro finance institution providing small ticket unsecured loans to women,hyderabad,"""kedaraa capital, ontario teachers\\'""",private equity,1617915000.0,2017,12
465,2017-12-21,indus os,technology,regional operating system for smartphones,mumbai,omidyar network,private equity,331880000.0,2017,12
466,2017-12-21,easyecom,e-commerce,ecommerce enabler platform,bengaluru,"ambarish gupta, aneesh reddy, bold ventures, vona investments",seed,12445500.0,2017,12
467,2017-12-21,igp.com,e-commerce,online gifting platform,uttar pradesh,venture catalysts,private equity,,2017,12
468,2017-12-26,specsmakers,e-commerce,online spects platform for men and women,chennai,eight roads ventures india,private equity,829700000.0,2017,12
469,2017-12-27,garage on road,e-commerce,online vehicle service booking platform,noida,gaurav gupta,private equity,,2017,12
470,2017-12-27,foyr.com,technology,realty tech startup solving real life interior designing problems,hyderabad,jones lang lasalle,private equity,315286000.0,2017,12
471,2017-02-11,prest loans,finance,business & sme loans provider,new delhi,"manish poddar, arun garg, parmeshwar sharma",seed,47292900.0,2017,2
472,2017-02-11,aadharapi.com,technology,aadhaar-based api provider,pune,cio angel network,seed,,2017,2
473,2017-02-11,freshboxx,ecommerce,online grocery store,bengaluru,jayant humbarwadi,seed,,2017,2
474,2017-03-11,vagupu,technology,online tutorial marketplace,bengaluru,undisclosed,seed,82970000.0,2017,3
475,2017-03-11,halaplay,consumer internet,online fantasy games,mumbai,"kae capital management, nazara technologies",seed,,2017,3
476,2017-03-11,kalpnik technologies,technology,vr based spiritual platform,bengaluru,venture catalysts,seed,41485000.0,2017,3
477,2017-04-11,hevo data,technology,real time data analytics & reporting,bengaluru,idg ventures india,private equity,82970000.0,2017,4
478,2017-06-11,smart karma,technology,financial technology research platform,bengaluru,idg ventures india,private equity,,2017,6
479,2017-06-11,leverage edu,ecommerce,online platform for higher education services,new delhi,"alok mittal, deepak jain, ritesh malik, jim schimdktke",seed,,2017,6
480,2017-07-11,crayon data,technology,customer engagement platform,new delhi,infosys co-founder kris gopalakrishnan,seed,,2017,7
481,2017-07-11,doctalk,technology,doctor patient communication platform,mumbai,"matrix partners india, khosla ventures",private equity,414850000.0,2017,7
482,2017-07-11,coveiot,technology,wearable tech and internet of things platform,bengaluru,"titan co ltd, tata group\\xe2\\x80\\x99s watch and jewellery retailing firm",private equity,414850000.0,2017,7
483,2017-08-11,talentedge,technology,distance education learning platform,bengaluru,lumis partners,private equity,630572000.0,2017,8
484,2017-08-11,fisdom,finance,mutual fund investment app,bengaluru,quona capital management,private equity,248910000.0,2017,8
485,2017-08-11,farmlink,ecommerce,online platform for agricultural products,mumbai,"pioneering ventures, syngenta ag",private equity,248910000.0,2017,8
486,2017-08-11,openapp,technology,iot based tech startup,bengaluru,"axilor ventures, kumar vembu",private equity,298692000.0,2017,8
487,2017-09-11,nopaperforms,technology,enrolment management platform,delhi,info edge,seed,72349840.0,2017,9
488,2017-09-11,tilite technologies,technology,saas based corporate travel management solution,bengaluru,matrix partners,seed,,2017,9
489,2017-09-11,mobiliz ar,technology,augmented reality based tech platform,bengaluru,"idg ventures, idfc-parampara fund",private equity,,2017,9
490,2017-10-11,qubole,technology,big data based analytics platform,bengaluru,"singtel, innov8, harmony partners",private equity,2074250000.0,2017,10
491,2017-10-11,happily unmarried,ecommerce,online gifting platform,new delhi,wipro consumer care,private equity,,2017,10
492,2017-11-13,universal sportsbiz,ecommerce,celebrity fashion accessories and merchandise,mumbai,accel,private equity,1244550000.0,2017,11
493,2017-11-14,hungry foal,ecommerce,healthy & nutrition based snacks online platform,gurgaon,gail india ltd,seed,,2017,11
494,2017-11-14,active ai,technology,ai based fintech platform,bengaluru,vertex ventures,private equity,684502500.0,2017,11
495,2017-11-15,sumeru,technology,banking software license platform,bengaluru,undisclosed,seed,74673000.0,2017,11
496,2017-11-15,elderaid wellness,health care,social healthcare enterprise,bengaluru,rugmini menon,angel,,2017,11
497,2017-11-15,omnia information,technology,wifi analytics platform,delhi,omidyar network,private equity,248910000.0,2017,11
498,2017-11-15,josh talks,inspiration,storytelling platform,gurgaon,"girish mathrubootham, apurva chamaria, rohit chanana",private equity,,2017,11
499,2017-11-15,reniso,technology,end-to-end property management for landlords living away,new delhi,"nishit sharma, alok srivastava",seed,,2017,11
500,2017-11-17,kanhaiya,inspiration,storytelling platform,hyderabad,undisclosed,seed,16594000.0,2017,11
501,2017-11-17,perspectico,technology,placement preparation and career growth training platform,delhi,"sscbs innovation, incubation foundation (siif)",seed,,2017,11
502,2017-11-20,onn bikes,technology,self riding bike rental program,mumbai,z nation lab,seed,57415240.0,2017,11
503,2017-11-21,rapido,technology,bike and taxi pooling online platform,hyderabad,"skycatcher fund, aravind sanka",seed,27316213.1,2017,11
504,2017-11-21,heckyl,technology,big data analytics platform,mumbai,"notion capital, idg ventures",private equity,224019000.0,2017,11
505,2017-11-21,nuvepro,technology,managed cloud environment solutions,mumbai,1crowd,seed,33188000.0,2017,11
506,2017-11-21,redbook,technology,ai based pharmacy drugs insights platform,mumbai,"vida ventures, dr. aniruddha malpani",seed,20742500.0,2017,11
507,2017-11-21,portea,healthcare,healthcare facilities at doorstep,bengaluru,"sabre partners, memg cdc",private equity,2157220000.0,2017,11
508,2017-11-21,credit mate,technology,vehicle loan approval platform,mumbai,paytm,private equity,,2017,11
509,2017-11-21,epiq capital,finance,tech based investor firm,mumbai,global institutional investors,private equity,16594000000.0,2017,11
510,2017-11-22,mistay,technology,online hotel reservation platform,bengaluru,axilor ventures,seed,,2017,11
511,2017-11-23,wittyfeed,storytelling,viral content and storytelling platform,indore,sandeep aggarwal,seed,,2017,11
512,2017-11-24,idg ventures,finance,venture capitalist,bengaluru,uniliver ventures,private equity,829700000.0,2017,11
513,2017-11-24,tempgo,technology,iot and saas based transportation platform,goa,javelin startupo victory fund,seed,20742500.0,2017,11
514,2017-11-27,edelweiss,finance,diversified financial,mumbai,undisclosed,private equity,22401900000.0,2017,11
515,2017-11-27,era,technology,identity management platform,mumbai,amit patni,seed,3235830.0,2017,11
516,2017-11-27,smaaash,technology,virtual reality based gaming platform,mumbai,sixth sense ventures,private equity,315286000.0,2017,11
517,2017-11-28,chumbak,lifestyle,designer-led consumer products,bengaluru,gaja capital,private equity,1078610000.0,2017,11
518,2017-11-28,fr8,technology,online truck aggregator platform,chennai,ifmr capital,debt funding,124455000.0,2017,11
519,2017-11-28,mobiefit,healthcare,health and fitness based mobile app,goa,"nb ventures, mediassist",seed,112009500.0,2017,11
520,2017-11-28,stanza living,technology,student accommodation platform,delhi,"matrix partners, accel",private equity,165940000.0,2017,11
521,2017-03-10,chqbook,consumer internet,home loans aggregation platform,gurgaon,"startup buddy, apurva chamaria,sachin arora, bharat gupta, amit manocha",seed,,2017,3
522,2017-03-10,homecapital,consumer internet,home loan down payment assistance program,mumbai,venture catalysts,seed,,2017,3
523,2017-03-10,ola cabs,consumer internet,app based cab hailing services,bengaluru,"tencent, softbank group",private equity,9126700000.0,2017,3
524,2017-04-10,elanic,consumer internet,p2p platform for fashion sales,bengaluru,digital garage,seed,,2017,4
525,2017-04-10,collpoll,consumer internet,education collaboration platform,bengaluru,sprout angels,seed,25388820.0,2017,4
526,2017-04-10,phonepe,consumer internet,digital wallet,bengaluru,flipkart,private equity,3210939000.0,2017,4
527,2017-05-10,little black book,consumer internet,local recommendations and discoveries platform,new delhi,"blume ventures, idg ventures & indian angel network",private equity,82970000.0,2017,5
528,2017-05-10,oorjan,technology,rooftop solar platform,mumbai,globevestor,seed,37336500.0,2017,5
529,2017-05-10,zefo,ecommerce,ecommerce portal for used goods,bengaluru,"sequoia india, helion venture partners, beenext",private equity,763324000.0,2017,5
530,2017-06-10,yaantra,ecommerce,mobile repair and refurbishment platform,new delhi,carpediem capital,private equity,257207000.0,2017,6
531,2017-06-10,farm taaza,technology,fresh produce scm company,bengaluru,"epsilon venture partners, tara india fund iv and others",private equity,663760000.0,2017,6
532,2017-06-10,drivezy,consumer internet,self drive car and bike rental platform,bengaluru,"das capital, axan partners, das capital and it farm",private equity,829700000.0,2017,6
533,2017-06-10,slice pay,consumer internet,student micro-financing platform,bengaluru,"das capital, simile ventures",private equity,165940000.0,2017,6
534,2017-09-10,agrowave,technology,agriculture supply chain management solutions,gurgaon,daffodil software,seed,,2017,9
535,2017-09-10,mygubbi,ecommerce,home interior designing seller,bengaluru,"firoze irani, vipul parekh, ananda kallugadde, rajesh k murthy",private equity,224019000.0,2017,9
536,2017-09-10,ibsfintech,technology,treasury risk management solution,bengaluru,shailesh haribhakti,seed,,2017,9
537,2017-09-10,letsservice,consumer internet,auto service logistics & saas platform,bengaluru,aequs group,private equity,,2017,9
538,2017-09-10,onestepup,technology,education technology platform,new delhi,orient blackswan,seed,27877920.0,2017,9
539,2017-09-10,thirdwatch,technology,ai-powered anti-fraud solutions,gurgaon,"rahul agarwalla, keshav sanghi, batlivala & karani securities",seed,,2017,9
540,2017-10-10,parallel dots,technology,ai-powered deep learning solutions,gurgaon,"multipoint capital,",private equity,116158000.0,2017,10
541,2017-10-10,easy diner,consumer internet,online restaurant reservation platform,gurgaon,saama capital and dsg consumer partners,private equity,373365000.0,2017,10
542,2017-11-10,meesho,ecommerce,online reseller network,bengaluru,"saif partners, ycombinator, venture highway",private equity,257207000.0,2017,11
543,2017-11-10,stanplus,logistics,medical transportation services,hyderabad,kstart capital,private equity,91267000.0,2017,11
544,2017-12-10,uclid,technology,"education network for institutions, teachers & students",hyderabad,undisclosed,seed,19497950.0,2017,12
545,2017-10-13,policy bazaar,consumer internet,online insurance policy aggregator,gurgaon,"wellington management, dg ventures india, true north",private equity,6388690000.0,2017,10
546,2017-10-13,gapoon,consumer internet,home maintenance services platform,bengaluru,"vida ventures, snehal mantri, anshu bahadur",seed,20742500.0,2017,10
547,2017-10-13,chaayos,ecommerce,online chai ordering platform,gurgaon,tiger global management,private equity,165940000.0,2017,10
548,2017-10-16,krazybee,consumer internet,micro-lending platform,bengaluru,"xiaomi technologies, shunwei capital",private equity,663760000.0,2017,10
549,2017-10-16,renew buy,consumer internet,online insurance aggregator,new delhi,amicus capital,private equity,763324000.0,2017,10
550,2017-10-17,fingerlix,consumer internet,food ordering portal,bengaluru,"accel, zephyr peacock",private equity,580790000.0,2017,10
551,2017-10-18,bank bazaar,consumer internet,online financial marketplace,chennai,experian,private equity,580790000.0,2017,10
552,2017-10-18,hasura,technology,app building platform,chennai,"nexus, gree ventures",private equity,,2017,10
553,2017-10-18,blackbuck,logistics,b2b logistics provider,bengaluru,innoven capital,private equity,638869000.0,2017,10
554,2017-10-18,lenden club,consumer internet,online peer-to-peer lending platform,mumbai,undisclosed,seed,41485000.0,2017,10
555,2017-10-23,toppr,consumer internet,mobile based learning app,mumbai,"saif partners, helion ventures, fil capital management",private equity,580790000.0,2017,10
556,2017-10-23,raw pressery,food & beverage,cold pressed juice maker,mumbai,"dsg consumer partners, sequoia capital, saama capital",private equity,497820000.0,2017,10
557,2017-10-23,cashe,consumer internet,app-only lending platform,mumbai,ifmr capital,debt funding,257207000.0,2017,10
558,2017-10-23,park easy,consumer internet,machine learning based parking discovery,kolkata,rockstart accelerator,seed,9790460.0,2017,10
559,2017-10-24,tagbox,technology,cold chain monitoring solution,bengaluru,"indian angel network, ian fund",seed,,2017,10
560,2017-10-24,fyre,food & beverage,herbal energy shot maker,mumbai,venture catalysts,seed,41485000.0,2017,10
561,2017-10-24,ziploan,consumer internet,sme lending platform,new delhi,"matrix partners india, waterbridge ventures, whiteboard capital, sarbvir singh",private equity,248910000.0,2017,10
562,2017-10-24,skillenza,consumer internet,online learning platform,bengaluru,"blume ventures, indian angel network",seed,59904340.0,2017,10
563,2017-10-24,chevon,food & beverage,frozen meat provider,mumbai,greenfield advisory,private equity,,2017,10
564,2017-10-25,propstory,consumer internet,real estate content portal,gurgaon,"abhishek bhatewara, vivek shah, haitong securities, suraj saharan, paras arora",seed,,2017,10
565,2017-10-25,spotdraft,consumer internet,contract automation,gurgaon,"hunch ventures, spiral ventures, 500 startups, singapore angel network, citrus payments",seed,45633500.0,2017,10
566,2017-10-26,big basket,ecommerce,online grocery portal,bengaluru,helion ventures partners,private equity,414850000.0,2017,10
567,2017-10-27,ofbusiness,technology,b2b finance & fulfilment network,gurgaon,kotak mahindra bank,debt funding,315286000.0,2017,10
568,2017-10-27,olly credit,technology,credit + payment mobile app,new delhi,"incubate fund, sandesh kirkire, anand kumar, yogesh chaudhary",seed,,2017,10
569,2017-10-28,cashfree,technology,payments platform for marketplaces and fintechs,new delhi,y combinator,seed,9956400.0,2017,10
570,2017-10-28,ola cabs,consumer internet,app based cab hailing services,bengaluru,ani technologies pvt. ltd,private equity,638869000.0,2017,10
571,2017-10-30,goldfarm,food & beverage,agriculture technology,coimbatore,mahindra & mahindra and infuse ventures,private equity,165940000.0,2017,10
572,2017-10-31,netmeds,ecommerce,online pharmacy,chennai,tanncam investment & sistema asia fund,private equity,1161580000.0,2017,10
573,2017-10-31,mse,finance,equity stock exchange,mumbai,"il&fs, trust capital, rosy blue securities, radhakrishan damani and rakesh jhunjhunwala",private equity,2655040000.0,2017,10
574,2017-01-09,aahaa stores,ecommece,online b2b store for office supplies,chennai,yournest angel fund,private equity,82970000.0,2017,1
575,2017-01-09,mfine,consumer internet,online doctor discovery platform,bengaluru,"stellaris venture partners, mayur abhaya, rohit ma",private equity,124455000.0,2017,1
576,2017-01-09,canvera,consumer internet,online photography platform,mumbai,infoedge,private equity,107861000.0,2017,1
577,2017-04-09,primaryio,technology,application performance acceleration,pune,"accel, exfinity ventures, partech ventures",private equity,464632000.0,2017,4
578,2017-05-09,shubh loans,consumer internet,online lending platform,bengaluru,"sri capital, beenext, pravega ventures",private equity,124455000.0,2017,5
579,2017-05-09,nest education,technology,edutech platform,gurgaon,"michael and susan dell foundation, anand mahindra",seed,49782000.0,2017,5
580,2017-06-09,lending kart,consumer internet,online lending platform,ahmedabad,"bertelsmann india, mayfield capital, saama capital, darrin capital",private equity,891927500.0,2017,6
581,2017-06-09,gofro,consumer internet,online travel booking platform,new delhi,"his co. ltd, makemytrip",private equity,829700000.0,2017,6
582,2017-06-09,oncostem,healthcare,medical diagnostic solutions,bengaluru,"sequoia capital india, artiman ventures",private equity,497820000.0,2017,6
583,2017-06-09,power2sme,ecommerce,buying club for small businesses,gurgaon,"international finance corporation (ifc), inventus capital partners, accel, kalaari capital, and nandan nilekani,",private equity,2157220000.0,2017,6
584,2017-07-09,credit vidya,consumer internet,online credit scoring platform,mumbai,matrix partners,private equity,414850000.0,2017,7
585,2017-07-09,tails life,consumer internet,pet care portal & mobile app,bengaluru,v balakrishnan.,private equity,,2017,7
586,2017-07-09,oyo,consumer internet,branded budget hotels marketplace,gurgaon,"softbank group group, sequoia capital india, lightspeed venture partners, greenoaks capital, hero enterprise",private equity,20742500000.0,2017,7
587,2017-07-09,early salary,consumer internet,online unsecured lending platform,pune,ifmr capital,debt funding,64716600.0,2017,7
588,2017-07-09,mamaearth,ecommerce,online babycare products marketplace,gurgaon,fireside ventures,seed,,2017,7
589,2017-07-09,seniority,ecommerce,ecommerce portal for senior citizens,pune,rpg enterprises,private equity,82970000.0,2017,7
590,2017-08-09,aye finance,consumer internet,micro lending platform,new delhi,"triodos investment management,",debt funding,572493000.0,2017,8
591,2017-08-09,farmizen,technology,agre-tech mobile app,bengaluru,"venture highway, alok mittal, mohit agarwal, anuj gupta,",seed,,2017,8
592,2017-11-09,ecom express,logistics,logistics solutions provider,new delhi,warburg pincus,private equity,2489100000.0,2017,11
593,2017-11-09,call health,consumer internet,healthcare services aggregator,hyderabad,"sachin tendulkar, p.v sindhu, pullela gopichand",private equity,514414000.0,2017,11
594,2017-12-09,sattviko,ecommerce,health food etailer,new delhi,"raman roy, arvind uppal, sonu bhasin, g ravishankar",seed,,2017,12
595,2017-12-09,3hcare,consumer internet,healthcare services portal,new delhi,undisclosed,seed,8297000.0,2017,12
596,2017-12-09,tonbo imaging,technology,imaging technology for armed forces,bengaluru,"wrv capital, qualcomm ventures, edelweiss private equity, artiman ventures",private equity,1410490000.0,2017,12
597,2017-12-09,get my parking,consumer internet,smart parking enabler,new delhi,"ian fund, beenext, indian angel network",private equity,248910000.0,2017,12
598,2017-09-13,wittyfeed,technology,content marketing platform,indore,"anand chandrasekaran, apurva chamaria, ritesh malik, ashish toshniwal, ajeet khurana",seed,,2017,9
599,2017-09-13,glowroad,consumer internet,women focussed customer-to-customer reseller network,bengaluru,"accel,",private equity,165940000.0,2017,9
600,2017-09-13,oyo,consumer internet,udget hotel marketplace,gurgaon,china lodging group,private equity,829700000.0,2017,9
601,2017-09-13,unacademy,consumer internet,online learning platform,mumbai,"sequoia capital india, saif partners, nexus venture partners and blume ventures,",private equity,954155000.0,2017,9
602,2017-09-13,heterogenous,technology,telecom & iot platform,chennai,"chennai angels, keiretsu forum & others",seed,64716600.0,2017,9
603,2017-09-14,gurukul,consumer internet,co-working space provider,new delhi,"rohit nanda, rajit nanda, smarak bhuyan, sashwat brahma,",seed,,2017,9
604,2017-09-14,smaaash,technology,virtual reality gaming and entertainment platform,mumbai,ecl finance,private equity,3650680000.0,2017,9
605,2017-09-14,wheelstreet,consumer portal,bike rental platform,bengaluru,y combinator,seed,9956400.0,2017,9
606,2017-09-14,xprep,consumer internet,online tutoring platform,new delhi,"rising stars, manish amin, pallav pandey, chavi jafa",private equity,,2017,9
607,2017-09-18,the moms co,ecommerce,pregnancy & baby care product etailer,gurgaon,"dsg consumer partners, saama capital",private equity,82970000.0,2017,9
608,2017-09-19,noticeboard,technology,"mobile-first communication platform for on-field staff,",bengaluru,"shamik sharma, aprameya radhakrishna",seed,,2017,9
609,2017-09-19,high radius,technology,integrated receivables software solutions,hyderabad,susquehanna growth equity llc,private equity,4148500000.0,2017,9
610,2017-09-20,hwell24 plus,healthcare,technology-empowered healthcare solutions,mumbai,undisclosed,seed,,2017,9
611,2017-09-21,savebc,finance,financial services firm,gaya,incofin investment management.,private equity,497820000.0,2017,9
612,2017-09-21,gaming monk,consumer internet,e-sports platform,new delhi,advantedge,private equity,,2017,9
613,2017-09-21,91springboard,consumer internet,co-working spaces,new delhi,"sandway investment ltd, pearl brook holdings, silo holdings and al nour",private equity,,2017,9
614,2017-09-21,homergize,ecommerce,home furnishing & building material marketplace,bengaluru,lg chandrasekhar,private equity,82970000.0,2017,9
615,2017-09-22,yatra.com,ecommerce,online travel agency,gurgaon,innoven capital india,debt funding,1277738000.0,2017,9
616,2017-09-22,ace turtle,technology,omni-channel web commerce solutions provider,bengaluru,innoven capital,private equity,,2017,9
617,2017-09-25,vogo automotive,consumer internet,scooter rental platform,bengaluru,av thomas group,seed,,2017,9
618,2017-09-25,synup,technology,sme marketing management solution,bengaluru,"vertex ventures, prime venture partners.",private equity,497820000.0,2017,9
619,2017-09-25,tinmen,consumer internet,food delivery platform,hyderabad,zomato media pvt. ltd,private equity,,2017,9
